,State,Year,Month,Period,State Name,Cocaine (T40.5),Heroin (T40.1),Methadone (T40.3),Natural & semi-synthetic opioids (T40.2),"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Number of Deaths,Number of Drug Overdose Deaths,"Opioids (T40.0-T40.4,T40.6)",Percent with drugs specified,Psychostimulants with abuse potential (T43.6),"Synthetic opioids, excl. methadone (T40.4)"
282,AR,2019,December,12 month-ending,Arkansas,,,,,,,"32,319",362,,88.95027624,,
283,AR,2019,February,12 month-ending,Arkansas,,,,,,,"31,534",451,,84.25720621,,
284,AR,2019,January,12 month-ending,Arkansas,,,,,,,"31,454",439,,82.91571754,,
285,AR,2019,July,12 month-ending,Arkansas,,,,,,,"32,004",381,,88.97637795,,
286,AR,2019,June,12 month-ending,Arkansas,,,,,,,"31,994",395,,87.59493671,,
287,AR,2019,March,12 month-ending,Arkansas,,,,,,,"31,861",437,,85.58352403,,
288,AR,2019,May,12 month-ending,Arkansas,,,,,,,"31,993",411,,86.61800487,,
289,AR,2019,November,12 month-ending,Arkansas,,,,,,,"32,266",363,,89.53168044,,
290,AR,2019,October,12 month-ending,Arkansas,,,,,,,"32,140",357,,89.3557423,,
291,AR,2019,September,12 month-ending,Arkansas,,,,,,,"32,125",354,,89.5480226,,
292,AR,2020,April,12 month-ending,Arkansas,,,,,,,"32,294",402,,88.30845771,,
293,AR,2020,August,12 month-ending,Arkansas,,,,,,,"34,158",481,,85.65488565,,
294,AR,2020,December,12 month-ending,Arkansas,,,,,,,"37,820",514,,86.77042802,,
295,AR,2020,February,12 month-ending,Arkansas,,,,,,,"32,413",370,,88.37837838,,
296,AR,2020,January,12 month-ending,Arkansas,,,,,,,"32,333",367,,88.01089918,,
297,AR,2020,July,12 month-ending,Arkansas,,,,,,,"33,407",460,,85.86956522,,
298,AR,2020,June,12 month-ending,Arkansas,,,,,,,"32,865",435,,87.5862069,,
299,AR,2020,March,12 month-ending,Arkansas,,,,,,,"32,266",384,,88.28125,,
300,AR,2020,May,12 month-ending,Arkansas,,,,,,,"32,429",416,,87.5,,
301,AR,2020,November,12 month-ending,Arkansas,,,,,,,"36,582",506,,86.75889328,,
302,AR,2020,October,12 month-ending,Arkansas,,,,,,,"35,663",498,,85.9437751,,
303,AR,2020,September,12 month-ending,Arkansas,,,,,,,"34,833",492,,85.16260163,,
304,AR,2021,April,12 month-ending,Arkansas,,,,,,,"39,777",542,,87.45387454,,
305,AR,2021,August,12 month-ending,Arkansas,51,11,13,94,102,317,"40,810",570,326,90.35087719,250,259
306,AR,2021,December,12 month-ending,Arkansas,,,,,,,"40,034",627,,89.95215311,,
307,AR,2021,February,12 month-ending,Arkansas,,,,,,,"39,492",525,,86.66666667,,
308,AR,2021,January,12 month-ending,Arkansas,,,,,,,"39,078",513,,86.5497076,,
309,AR,2021,July,12 month-ending,Arkansas,,,,,,,"40,174",553,,89.33092224,,
310,AR,2021,June,12 month-ending,Arkansas,,,,,,,"39,964",564,,88.65248227,,
311,AR,2021,March,12 month-ending,Arkansas,,,,,,,"39,689",536,,86.94029851,,
312,AR,2021,May,12 month-ending,Arkansas,,,,,,,"39,995",560,,88.21428571,,
313,AR,2021,November,12 month-ending,Arkansas,,,,,,,"40,620",607,,89.45634267,,
314,AR,2021,October,12 month-ending,Arkansas,63,10,12,95,103,343,"41,142",593,352,90.72512648,245,285
315,AR,2021,September,12 month-ending,Arkansas,56,11,13,97,106,329,"41,199",585,338,90.76923077,250,269
316,AR,2022,April,12 month-ending,Arkansas,58,,10,107,115,390,"40,314",636,401,91.03773585,259,326
317,AR,2022,August,12 month-ending,Arkansas,60,,12,105,116,386,"38,880",628,396,92.19745223,246,320
318,AR,2022,December,12 month-ending,Arkansas,66,,12,96,106,355,"37,630",591,359,93.06260575,246,292
319,AR,2022,February,12 month-ending,Arkansas,64,,10,108,116,381,"40,172",634,393,90.69400631,249,323
320,AR,2022,January,12 month-ending,Arkansas,64,10,13,102,113,379,"39,847",634,390,90.69400631,245,317
321,AR,2022,July,12 month-ending,Arkansas,58,,11,109,119,395,"39,879",634,404,91.95583596,251,326
322,AR,2022,June,12 month-ending,Arkansas,58,,,103,111,382,"40,239",621,392,91.30434783,239,317
323,AR,2022,March,12 month-ending,Arkansas,60,,10,104,112,392,"40,303",645,403,91.31782946,263,333
324,AR,2022,May,12 month-ending,Arkansas,60,,,103,110,381,"40,251",628,391,91.08280255,249,318
325,AR,2022,November,12 month-ending,Arkansas,66,,12,98,109,366,"37,745",608,372,93.09210526,250,303
326,AR,2022,October,12 month-ending,Arkansas,59,,11,99,110,365,"37,885",615,374,92.35772358,247,303
327,AR,2022,September,12 month-ending,Arkansas,58,,10,99,108,369,"38,207",608,379,92.10526316,244,308
328,AR,2023,April,12 month-ending,Arkansas,63,,12,74,84,325,"36,193",561,330,91.80035651,227,276
329,AR,2023,August,12 month-ending,Arkansas,59,,11,73,82,320,"35,886",545,324,92.11009174,218,280
330,AR,2023,December,12 month-ending,Arkansas,48,,,77,85,308,"35,354",517,312,92.84332689,206,269
331,AR,2023,February,12 month-ending,Arkansas,60,,12,79,89,335,"36,250",572,339,91.95804196,240,279
332,AR,2023,January,12 month-ending,Arkansas,60,,12,92,102,343,"36,956",574,347,92.68292683,247,283
333,AR,2023,July,12 month-ending,Arkansas,63,,11,76,85,325,"35,961",544,329,92.27941176,220,282
334,AR,2023,June,12 month-ending,Arkansas,62,,14,78,90,334,"36,019",555,338,92.61261261,230,287
335,AR,2023,March,12 month-ending,Arkansas,60,,13,77,88,313,"36,127",550,317,91.81818182,231,259
336,AR,2023,May,12 month-ending,Arkansas,59,,14,75,87,329,"36,148",558,334,92.47311828,232,282
337,AR,2023,November,12 month-ending,Arkansas,53,,,78,86,316,"35,568",527,320,92.78937381,203,277
338,AR,2023,October,12 month-ending,Arkansas,56,,,80,87,325,"35,790",536,329,92.53731343,209,281
339,AR,2023,September,12 month-ending,Arkansas,62,,11,80,89,331,"35,862",552,335,92.75362319,214,286
340,AR,2024,April,12 month-ending,Arkansas,44,,,74,82,272,"35,633",474,273,93.67088608,191,228
341,AR,2024,August,12 month-ending,Arkansas,33,,,60,64,200,"35,679",389,200,93.05912596,167,161
342,AR,2024,February,12 month-ending,Arkansas,47,,,77,86,298,"35,643",493,301,94.32048682,194,255
343,AR,2024,January,12 month-ending,Arkansas,49,,,75,83,307,"35,467",514,311,93.19066148,203,268
344,AR,2024,July,12 month-ending,Arkansas,35,,,62,67,222,"35,641",427,223,93.44262295,180,180
345,AR,2024,June,12 month-ending,Arkansas,38,,,66,71,231,"35,682",446,232,93.04932735,187,189
346,AR,2024,March,12 month-ending,Arkansas,47,,,75,83,297,"35,644",495,299,94.14141414,196,254
347,AR,2024,May,12 month-ending,Arkansas,42,,,71,77,251,"35,588",454,252,93.17180617,183,207
348,AZ,2015,April,12 month-ending,Arizona,,,,,,,"53,025","1,173",,73.82779199,,
349,AZ,2015,August,12 month-ending,Arizona,,,,,,,"53,907","1,240",,76.85483871,,
350,AZ,2015,December,12 month-ending,Arizona,,,,,,,"54,853","1,267",,80.34727703,,
351,AZ,2015,February,12 month-ending,Arizona,,,,,,,"52,371","1,175",,72.34042553,,
352,AZ,2015,January,12 month-ending,Arizona,,,,,,,"52,342","1,193",,71.50041911,,
353,AZ,2015,July,12 month-ending,Arizona,,,,,,,"53,685","1,201",,75.52039967,,
354,AZ,2015,June,12 month-ending,Arizona,,,,,,,"53,462","1,209",,75.2688172,,
355,AZ,2015,March,12 month-ending,Arizona,,,,,,,"52,826","1,174",,73.0834753,,
356,AZ,2015,May,12 month-ending,Arizona,,,,,,,"53,225","1,184",,74.66216216,,
357,AZ,2015,November,12 month-ending,Arizona,,,,,,,"54,421","1,269",,79.66903073,,
358,AZ,2015,October,12 month-ending,Arizona,,,,,,,"54,122","1,264",,78.24367089,,
359,AZ,2015,September,12 month-ending,Arizona,,,,,,,"54,058","1,241",,77.19580983,,
360,AZ,2016,April,12 month-ending,Arizona,,,,,,,"56,436","1,335",,82.84644195,,
361,AZ,2016,August,12 month-ending,Arizona,,,,,,,"56,960","1,410",,83.75886525,,
362,AZ,2016,December,12 month-ending,Arizona,,,,,,,"57,215","1,393",,85.5707107,,
363,AZ,2016,February,12 month-ending,Arizona,,,,,,,"55,755","1,307",,81.94338179,,
364,AZ,2016,January,12 month-ending,Arizona,,,,,,,"54,917","1,298",,81.1248074,,
365,AZ,2016,July,12 month-ending,Arizona,,,,,,,"56,865","1,421",,83.81421534,,
366,AZ,2016,June,12 month-ending,Arizona,,,,,,,"56,648","1,370",,83.50364964,,
367,AZ,2016,March,12 month-ending,Arizona,,,,,,,"56,319","1,313",,82.6351866,,
368,AZ,2016,May,12 month-ending,Arizona,,,,,,,"56,522","1,350",,82.88888889,,
369,AZ,2016,November,12 month-ending,Arizona,,,,,,,"57,252","1,397",,84.89620616,,
370,AZ,2016,October,12 month-ending,Arizona,,,,,,,"57,277","1,405",,84.6975089,,
371,AZ,2016,September,12 month-ending,Arizona,,,,,,,"57,051","1,404",,84.18803419,,
372,AZ,2017,April,12 month-ending,Arizona,,,,,,,"56,454","1,418",,88.43441467,,
373,AZ,2017,August,12 month-ending,Arizona,118,324,72,335,387,546,"57,310","1,468",863,92.37057221,542,215
374,AZ,2017,December,12 month-ending,Arizona,136,341,85,350,417,615,"58,440","1,555",936,92.9903537,581,263
375,AZ,2017,February,12 month-ending,Arizona,,,,,,,"56,609","1,411",,87.03047484,,
376,AZ,2017,January,12 month-ending,Arizona,,,,,,,"57,221","1,417",,86.30910374,,
377,AZ,2017,July,12 month-ending,Arizona,117,318,76,340,398,552,"57,215","1,450",862,91.72413793,527,211
378,AZ,2017,June,12 month-ending,Arizona,116,334,78,333,393,534,"57,013","1,455",866,90.4467354,527,195
379,AZ,2017,March,12 month-ending,Arizona,,,,,,,"56,269","1,429",,88.03358992,,
380,AZ,2017,May,12 month-ending,Arizona,,,,,,,"56,721","1,437",,89.70076548,,
381,AZ,2017,November,12 month-ending,Arizona,128,338,80,340,402,589,"57,852","1,517",908,92.81476599,569,249
382,AZ,2017,October,12 month-ending,Arizona,131,335,72,342,396,574,"57,694","1,503",896,92.68130406,554,235
383,AZ,2017,September,12 month-ending,Arizona,120,332,65,339,387,553,"57,531","1,492",877,92.35924933,558,222
384,AZ,2018,April,12 month-ending,Arizona,155,327,85,342,411,683,"60,306","1,611",992,93.35816263,588,348
385,AZ,2018,August,12 month-ending,Arizona,163,341,86,328,400,748,"60,298","1,676","1,061",94.09307876,604,436
386,AZ,2018,December,12 month-ending,Arizona,175,368,65,313,367,799,"60,200","1,730","1,134",95.0867052,612,527
387,AZ,2018,February,12 month-ending,Arizona,141,334,89,345,419,652,"59,896","1,582",969,92.73072061,585,297
388,AZ,2018,January,12 month-ending,Arizona,134,344,88,349,420,628,"59,582","1,571",956,93.12539784,595,274
389,AZ,2018,July,12 month-ending,Arizona,160,336,88,322,393,703,"60,174","1,652","1,013",93.52300242,604,394
390,AZ,2018,June,12 month-ending,Arizona,158,324,85,326,397,697,"60,116","1,606",995,93.52428394,564,379
391,AZ,2018,March,12 month-ending,Arizona,151,334,87,341,412,662,"60,187","1,594",973,92.72271016,585,324
392,AZ,2018,May,12 month-ending,Arizona,159,327,89,323,396,680,"60,187","1,607",980,93.40385812,588,358
393,AZ,2018,November,12 month-ending,Arizona,173,360,68,311,367,778,"60,384","1,706","1,112",95.01758499,602,499
394,AZ,2018,October,12 month-ending,Arizona,165,347,76,311,376,761,"60,343","1,672","1,079",94.85645933,603,478
395,AZ,2018,September,12 month-ending,Arizona,164,341,87,317,391,764,"60,366","1,676","1,077",94.68973747,603,465
396,AZ,2019,April,12 month-ending,Arizona,161,341,66,311,363,861,"59,660","1,768","1,166",95.47511312,622,596
397,AZ,2019,August,12 month-ending,Arizona,159,311,72,308,365,938,"60,352","1,830","1,215",95.40983607,680,684
398,AZ,2019,December,12 month-ending,Arizona,157,282,73,309,366,"1,074","61,087","1,981","1,326",95.55779909,765,824
399,AZ,2019,February,12 month-ending,Arizona,164,361,69,310,365,826,"59,464","1,747","1,153",95.70692616,625,564
400,AZ,2019,January,12 month-ending,Arizona,173,361,66,309,361,820,"59,539","1,725","1,145",95.36231884,601,558
401,AZ,2019,July,12 month-ending,Arizona,159,327,68,305,358,919,"60,177","1,815","1,210",95.53719008,660,670
402,AZ,2019,June,12 month-ending,Arizona,158,333,65,310,361,881,"60,028","1,778","1,180",95.38807649,644,627
403,AZ,2019,March,12 month-ending,Arizona,152,353,66,311,363,838,"59,529","1,764","1,156",95.40816327,625,570
404,AZ,2019,May,12 month-ending,Arizona,164,340,66,313,365,885,"60,027","1,784","1,192",95.45964126,631,625
405,AZ,2019,November,12 month-ending,Arizona,165,291,74,318,376,"1,036","61,103","1,952","1,296",95.5942623,750,780
406,AZ,2019,October,12 month-ending,Arizona,165,308,75,323,380,"1,018","60,763","1,945","1,294",95.68123393,734,749
407,AZ,2019,September,12 month-ending,Arizona,163,316,74,326,383,977,"60,560","1,899","1,261",95.57661927,713,709
408,AZ,2020,April,12 month-ending,Arizona,170,250,71,308,366,"1,271","62,833","2,146","1,491",96.17893756,819,"1,032"
409,AZ,2020,August,12 month-ending,Arizona,192,250,72,336,397,"1,639","70,740","2,586","1,849",96.94508894,"1,048","1,395"
410,AZ,2020,December,12 month-ending,Arizona,187,219,77,318,386,"1,752","77,090","2,644","1,928",97.04992436,"1,078","1,519"
411,AZ,2020,February,12 month-ending,Arizona,162,268,72,309,366,"1,158","61,763","2,064","1,395",95.49418605,799,910
412,AZ,2020,January,12 month-ending,Arizona,164,270,73,306,366,"1,121","61,208","2,025","1,358",95.65432099,789,870
413,AZ,2020,July,12 month-ending,Arizona,188,246,72,325,388,"1,566","68,869","2,470","1,779",96.63967611,977,"1,322"
414,AZ,2020,June,12 month-ending,Arizona,184,245,70,311,371,"1,468","65,434","2,361","1,684",96.44218551,920,"1,241"
415,AZ,2020,March,12 month-ending,Arizona,174,250,73,307,366,"1,228","62,144","2,101","1,449",96.09709662,809,985
416,AZ,2020,May,12 month-ending,Arizona,170,238,69,313,371,"1,360","63,601","2,220","1,565",96.3963964,855,"1,127"
417,AZ,2020,November,12 month-ending,Arizona,187,229,80,321,393,"1,745","73,185","2,649","1,931",96.94224236,"1,061","1,500"
418,AZ,2020,October,12 month-ending,Arizona,185,230,81,322,395,"1,696","72,164","2,615","1,885",96.78776291,"1,053","1,451"
419,AZ,2020,September,12 month-ending,Arizona,190,240,73,325,389,"1,655","71,407","2,585","1,853",96.90522244,"1,051","1,415"
420,AZ,2021,April,12 month-ending,Arizona,191,201,79,300,368,"1,850","82,679","2,745","2,006",97.15846995,"1,192","1,640"
421,AZ,2021,August,12 month-ending,Arizona,188,135,74,256,320,"1,856","79,210","2,677","1,955",97.34777736,"1,193","1,680"
422,AZ,2021,December,12 month-ending,Arizona,210,105,78,257,323,"1,965","82,488","2,780","2,034",97.8057554,"1,296","1,792"
423,AZ,2021,February,12 month-ending,Arizona,188,209,78,316,384,"1,802","82,815","2,692","1,967",97.17682021,"1,118","1,578"
424,AZ,2021,January,12 month-ending,Arizona,185,216,74,327,392,"1,777","81,562","2,671","1,953",97.04230625,"1,092","1,549"
425,AZ,2021,July,12 month-ending,Arizona,191,153,77,272,338,"1,840","79,173","2,694","1,951",97.43875278,"1,204","1,654"
426,AZ,2021,June,12 month-ending,Arizona,187,180,82,295,364,"1,864","81,760","2,752","1,995",97.49273256,"1,218","1,651"
427,AZ,2021,March,12 month-ending,Arizona,191,212,78,311,379,"1,810","83,038","2,710","1,977",97.04797048,"1,151","1,593"
428,AZ,2021,May,12 month-ending,Arizona,190,196,80,297,365,"1,867","82,545","2,777","2,019",97.26323371,"1,212","1,654"
429,AZ,2021,November,12 month-ending,Arizona,198,109,75,249,312,"1,915","83,221","2,721","1,987",97.83167953,"1,275","1,754"
430,AZ,2021,October,12 month-ending,Arizona,199,122,69,254,312,"1,915","81,934","2,728","1,996",97.72727273,"1,262","1,757"
431,AZ,2021,September,12 month-ending,Arizona,192,125,73,254,317,"1,903","80,658","2,712","1,988",97.41887906,"1,227","1,731"
432,AZ,2022,April,12 month-ending,Arizona,220,88,72,242,307,"1,951","81,206","2,748","2,001",98.18049491,"1,297","1,786"
433,AZ,2022,August,12 month-ending,Arizona,235,75,69,226,290,"1,930","80,407","2,739","1,971",98.50310332,"1,377","1,773"
434,AZ,2022,December,12 month-ending,Arizona,229,50,83,211,290,"1,935","75,108","2,737","1,965",98.79430033,"1,401","1,776"
435,AZ,2022,February,12 month-ending,Arizona,217,94,71,248,310,"1,970","80,889","2,770","2,027",98.01444043,"1,293","1,804"
436,AZ,2022,January,12 month-ending,Arizona,213,99,74,246,308,"1,954","80,721","2,772","2,014",97.83549784,"1,302","1,786"
437,AZ,2022,July,12 month-ending,Arizona,227,76,70,233,297,"1,950","81,455","2,777","1,993",98.45156644,"1,389","1,787"
438,AZ,2022,June,12 month-ending,Arizona,222,77,68,228,289,"1,900","81,120","2,680","1,942",98.24626866,"1,309","1,747"
439,AZ,2022,March,12 month-ending,Arizona,221,88,71,246,308,"1,973","81,066","2,768","2,026",98.19364162,"1,307","1,807"
440,AZ,2022,May,12 month-ending,Arizona,223,83,72,236,300,"1,916","81,252","2,698","1,962",98.1097109,"1,292","1,758"
441,AZ,2022,November,12 month-ending,Arizona,228,57,71,219,286,"1,939","76,656","2,745","1,971",98.65209472,"1,398","1,783"
442,AZ,2022,October,12 month-ending,Arizona,228,62,70,218,283,"1,930","77,853","2,729","1,966",98.64419201,"1,376","1,772"
443,AZ,2022,September,12 month-ending,Arizona,235,70,70,227,291,"1,921","79,053","2,737","1,961",98.61161856,"1,372","1,762"
444,AZ,2023,April,12 month-ending,Arizona,242,45,95,216,304,"2,013","72,242","2,809","2,040",98.96760413,"1,467","1,842"
445,AZ,2023,August,12 month-ending,Arizona,234,44,102,207,301,"2,069","71,655","2,829","2,094",98.97490279,"1,505","1,897"
446,AZ,2023,December,12 month-ending,Arizona,252,46,86,200,279,"1,985","70,136","2,720","2,009",98.89705882,"1,447","1,836"
447,AZ,2023,February,12 month-ending,Arizona,251,51,86,207,288,"1,969","71,968","2,772","1,999",98.95382395,"1,441","1,814"
448,AZ,2023,January,12 month-ending,Arizona,243,47,88,207,290,"1,974","73,084","2,760","2,002",98.87681159,"1,414","1,817"
449,AZ,2023,July,12 month-ending,Arizona,236,44,99,213,305,"2,058","71,773","2,800","2,081",98.96428571,"1,460","1,884"
450,AZ,2023,June,12 month-ending,Arizona,250,44,89,217,301,"2,027","71,920","2,776","2,052",99.02737752,"1,423","1,854"
451,AZ,2023,March,12 month-ending,Arizona,243,46,87,212,292,"1,993","71,862","2,787","2,019",98.92357374,"1,445","1,830"
452,AZ,2023,May,12 month-ending,Arizona,240,44,94,215,304,"2,033","72,159","2,824","2,060",99.07932011,"1,471","1,859"
453,AZ,2023,November,12 month-ending,Arizona,252,45,98,204,294,"2,036","70,760","2,776","2,059",98.95533141,"1,474","1,873"
454,AZ,2023,October,12 month-ending,Arizona,243,43,98,202,292,"2,052","71,366","2,786","2,074",98.95908112,"1,494","1,888"
455,AZ,2023,September,12 month-ending,Arizona,234,44,100,196,288,"2,062","71,388","2,803","2,088",99.03674634,"1,500","1,900"
456,AZ,2024,April,12 month-ending,Arizona,252,36,82,194,269,"1,834","69,951","2,594","1,859",98.84348497,"1,405","1,687"
457,AZ,2024,August,12 month-ending,Arizona,261,29,95,199,289,"1,689","70,528","2,471","1,707",98.94779442,"1,405","1,534"
458,AZ,2024,February,12 month-ending,Arizona,239,39,93,209,293,"1,912","70,359","2,655","1,936",98.75706215,"1,413","1,748"
459,AZ,2024,January,12 month-ending,Arizona,244,44,90,200,282,"1,934","70,429","2,674","1,960",98.87808527,"1,427","1,784"
460,AZ,2024,July,12 month-ending,Arizona,253,32,84,196,274,"1,714","70,446","2,500","1,735",98.88,"1,411","1,569"
461,AZ,2024,June,12 month-ending,Arizona,252,35,91,189,273,"1,773","70,401","2,587","1,796",98.763046,"1,446","1,624"
462,AZ,2024,March,12 month-ending,Arizona,238,39,93,199,285,"1,868","70,201","2,624","1,893",98.7804878,"1,422","1,713"
463,AZ,2024,May,12 month-ending,Arizona,258,36,85,192,270,"1,789","70,130","2,550","1,812",98.78431373,"1,381","1,641"
464,CA,2015,April,12 month-ending,California,,,,,,,"252,831","4,625",,78.31351351,,
465,CA,2015,August,12 month-ending,California,,,,,,,"256,464","4,670",,79.40042827,,
466,CA,2015,December,12 month-ending,California,,,,,,,"260,172","4,762",,79.23141537,,
467,CA,2015,February,12 month-ending,California,,,,,,,"249,920","4,616",,77.98960139,,
468,CA,2015,January,12 month-ending,California,,,,,,,"248,191","4,603",,77.40603954,,
469,CA,2015,July,12 month-ending,California,,,,,,,"255,417","4,628",,79.21348315,,
470,CA,2015,June,12 month-ending,California,,,,,,,"254,838","4,604",,78.8662033,,
471,CA,2015,March,12 month-ending,California,,,,,,,"251,540","4,608",,78.25520833,,
472,CA,2015,May,12 month-ending,California,,,,,,,"253,858","4,607",,78.48925548,,
473,CA,2015,November,12 month-ending,California,,,,,,,"258,808","4,747",,79.35538235,,
474,CA,2015,October,12 month-ending,California,,,,,,,"257,750","4,784",,79.11789298,,
475,CA,2015,September,12 month-ending,California,,,,,,,"257,163","4,747",,79.37644828,,
476,CA,2016,April,12 month-ending,California,,,,,,,"261,595","4,795",,78.35245047,,
477,CA,2016,August,12 month-ending,California,,,,,,,"261,781","4,791",,79.10665832,,
478,CA,2016,December,12 month-ending,California,,,,,,,"263,199","4,755",,80.10515247,,
479,CA,2016,February,12 month-ending,California,,,,,,,"260,508","4,745",,78.20864067,,
